1,0.390770
2,0.379708
3,0.384019
4,0.385084
5,0.386980
6,0.376642
7,0.375550
8,0.389522
9,0.388813
10,0.374835
11,0.375921
12,0.381424
13,0.372747
14,0.381579
15,0.369951
16,0.366423
17,0.360999
18,0.351350
19,0.360407
20,0.360034
21,0.343185
22,0.334239
23,0.315523
24,0.292064
25,0.270812
26,0.289325
27,0.246556
28,0.235847
29,0.207798
30,0.211352
31,0.206520
32,0.189128
33,0.191168
34,0.188099
35,0.190838
36,0.186788
37,0.177581
38,0.170490
39,0.160601
40,0.178421
41,0.175788
42,0.160711
43,0.162686
44,0.181453
45,0.166917
46,0.150137
47,0.165645
48,0.169061
49,0.157162
50,0.157068
51,0.158178
52,0.138894
53,0.151528
54,0.157069
55,0.149727
56,0.153884
57,0.135167
58,0.153234
59,0.137714
60,0.154435
61,0.145517
62,0.140485
63,0.138697
64,0.142095
65,0.131837
66,0.134462
67,0.150281
68,0.135412
69,0.141680
70,0.147590
71,0.149470
72,0.149418
73,0.142089
74,0.130486
75,0.149760
76,0.143397
77,0.124455
78,0.137590
79,0.143728
80,0.136547
81,0.137335
82,0.142645
83,0.146555
84,0.138048
85,0.139380
86,0.134941
87,0.134225
88,0.139765
89,0.141222
90,0.122740
91,0.128415
92,0.141126
93,0.127907
94,0.136307
95,0.147971
96,0.149256
97,0.141773
98,0.142623
99,0.140717
100,0.141156
101,0.124774
102,0.141294
103,0.144316
104,0.144512
105,0.135355
106,0.142209
107,0.129299
108,0.132021
109,0.133548
110,0.137545
111,0.123976
112,0.138505
113,0.139852
114,0.136171
115,0.126546
116,0.133138
117,0.137499
118,0.128355
119,0.132428
120,0.126794
121,0.136115
122,0.136796
123,0.130326
124,0.137926
125,0.123153
126,0.134356
127,0.139790
128,0.135660
129,0.133417
130,0.128426
131,0.139089
132,0.129652
133,0.126291
134,0.131083
135,0.136024
136,0.131763
137,0.127686
138,0.135082
139,0.135093
140,0.116916
141,0.130788
142,0.130290
143,0.130998
144,0.131321
145,0.131143
146,0.116222
147,0.123528
148,0.135360
149,0.129401
150,0.132091
151,0.130798
152,0.117686
153,0.128788
154,0.131805
155,0.129798
156,0.116221
157,0.137579
158,0.131397
159,0.131083
160,0.137009
161,0.117896
162,0.128517
163,0.133089
164,0.134890
165,0.120874
166,0.121679
167,0.126490
168,0.123871
169,0.129933
170,0.129140
171,0.125681
172,0.130206
173,0.114321
174,0.127191
175,0.129997
176,0.127977
177,0.130688
178,0.128184
179,0.126931
180,0.124606
181,0.135318
182,0.121034
183,0.111964
184,0.132207
185,0.126771
186,0.129555
187,0.143196
188,0.126706
189,0.128075
190,0.128413
191,0.137463
192,0.132778
193,0.132411
194,0.138382
195,0.128880
196,0.135305
197,0.140837
198,0.137851
199,0.132517
200,0.125881
201,0.146426
202,0.133575
203,0.112257
204,0.129622
205,0.134192
206,0.131975
207,0.134344
208,0.132514
209,0.128526
210,0.124441
211,0.141754
212,0.128058
213,0.130149
214,0.131053
215,0.127268
216,0.139514
217,0.126032
218,0.128752
219,0.135207
220,0.126187
221,0.133293
222,0.139750
223,0.148450
224,0.130434
225,0.128371
226,0.120904
227,0.131475
228,0.142536
229,0.125451
230,0.119948
231,0.128873
232,0.140035
233,0.123261
234,0.127756
235,0.138626
236,0.128321
237,0.137511
238,0.137571
239,0.091371
240,0.103216
241,0.107065
242,0.098168
243,0.095458
244,0.146676
245,0.105835
246,0.101852
247,0.110535
248,0.108613
249,0.111953
250,0.113799
251,0.095915
252,0.096837
253,0.091020
254,0.107985
255,0.100337
256,0.151330
257,0.152684
258,0.115249
259,0.112525
260,0.104966
261,0.096376
262,0.109887
263,0.107957
264,0.102620
265,0.107245
266,0.104756
267,0.089871
268,0.105965
269,0.139794
270,0.137170
271,0.151720
272,0.143718
273,0.100497
274,0.109506
275,0.111959
276,0.130855
277,0.146775
278,0.139949
279,0.130019
280,0.145250
281,0.138256
282,0.128926
283,0.143850
284,0.137064
285,0.127969
286,0.142741
287,0.135903
288,0.127116
289,0.141741
290,0.134912
291,0.126180
292,0.140658
293,0.133772
294,0.139557
295,0.168530
296,0.160890
297,0.108980
298,0.094219
299,0.108408
300,0.113949
301,0.101679
302,0.095170
303,0.108950
304,0.101394
305,0.090124
306,0.111710
307,0.098412
308,0.123017
309,0.113436
310,0.106834
311,0.102551
312,0.107329
313,0.115078
314,0.108014
315,0.131844
316,0.097899
317,0.109714
318,0.110879
319,0.088047
320,0.113648
321,0.102267
322,0.105932
323,0.102920
324,0.099426
325,0.110449
326,0.153120
327,0.095711
328,0.091769
329,0.164766
330,0.093874
331,0.159620
332,0.086335
333,0.150430
334,0.151204
335,0.154541
336,0.146337
337,0.148317
338,0.152051
339,0.144451
340,0.146309
341,0.150053
342,0.143039
343,0.144871
344,0.148596
345,0.170662
346,0.165981
347,0.156200
348,0.153171
349,0.155491
350,0.157965
351,0.130935
352,0.148913
353,0.151936
354,0.154974
355,0.149339
356,0.152898
357,0.154041
358,0.111891
359,0.107999
360,0.113714
361,0.111059
362,0.089703
363,0.107035
364,0.101281
365,0.127157
366,0.097329
367,0.110538
368,0.093667
369,0.093895
370,0.171426
371,0.109517
372,0.117291
373,0.105141
374,0.110356
375,0.118382
376,0.112220
377,0.091884
378,0.106598
379,0.100884
380,0.095084
381,0.096302
382,0.157506
383,0.093724
384,0.156427
385,0.128371
386,0.124499
387,0.086571
388,0.108261
389,0.102447
390,0.120129
391,0.091039
392,0.144310
393,0.167020
394,0.155615
395,0.102905
396,0.085694
397,0.150808
398,0.108426
399,0.090937
400,0.152432
401,0.115877
402,0.153127
403,0.146335
404,0.145252
405,0.147955
406,0.149771
407,0.127032
408,0.143057
409,0.145879
410,0.148044
411,0.144283
412,0.144896
413,0.146767
414,0.165203
415,0.157640
416,0.154525
417,0.151636
418,0.151765
419,0.151003
420,0.149317
421,0.147621
422,0.148784
423,0.148457
424,0.149493
425,0.146554
426,0.148378
427,0.111882
428,0.124530
429,0.095300
430,0.091116
431,0.107641
432,0.103016
433,0.106542
434,0.102048
435,0.105552
436,0.090805
437,0.099852
438,0.108273
439,0.116874
440,0.143647
441,0.084980
442,0.134267
443,0.113326
444,0.135240
445,0.128381
446,0.110901
447,0.097873
448,0.092915
449,0.092895
450,0.124643
451,0.110315
452,0.106500
453,0.130522
454,0.107519
455,0.124183
456,0.176446
457,0.146803
458,0.159237
459,0.097480
460,0.120859
461,0.099076
462,0.094254
463,0.086415
464,0.088228
465,0.104355
466,0.100432
467,0.157954
468,0.114474
469,0.113960
470,0.156176
471,0.153003
472,0.154814
473,0.153372
474,0.150099
475,0.152353
476,0.133908
477,0.148701
478,0.150715
479,0.148176
480,0.163018
481,0.159548
482,0.152090
483,0.151342
484,0.151750
485,0.147538
486,0.147407
487,0.149079
488,0.145227
489,0.145755
490,0.147559
491,0.144068
492,0.146201
493,0.085685
494,0.135692
495,0.130925
496,0.104042
497,0.115013
498,0.120511
499,0.107368
500,0.106975
501,0.116483
502,0.090507
503,0.127916
504,0.098675
505,0.112599
506,0.129071
507,0.107552
508,0.094176
509,0.125866
510,0.121376
511,0.150249
512,0.168256
513,0.105524
514,0.109565
515,0.088894
516,0.104592
517,0.092061
518,0.101287
519,0.147143
520,0.097849
521,0.100645
522,0.139712
523,0.111845
524,0.095829
