1,0.515642,0.408448,0.611227
2,0.528160,0.414320,0.616299
3,0.512758,0.398274,0.608836
4,0.536949,0.422734,0.623420
5,0.530595,0.413717,0.623237
6,0.505943,0.378418,0.602730
7,0.496199,0.348729,0.592611
8,0.545908,0.438294,0.630369
9,0.510604,0.397207,0.606915
10,0.518014,0.416344,0.612309
11,0.535052,0.434980,0.620764
12,0.523627,0.401894,0.615332
13,0.475237,0.366533,0.575089
14,0.514850,0.407473,0.610106
15,0.488320,0.380975,0.584667
16,0.533877,0.431072,0.619025
17,0.490619,0.344535,0.587038
18,0.506793,0.396123,0.602792
19,0.549264,0.436296,0.632069
20,0.529697,0.427921,0.613906
21,0.511656,0.400633,0.600796
22,0.527074,0.403755,0.618912
23,0.524134,0.409282,0.608964
24,0.507440,0.391586,0.601712
25,0.530221,0.414275,0.611598
26,0.521682,0.402413,0.611782
27,0.495705,0.366587,0.587789
28,0.484638,0.336873,0.575728
29,0.531198,0.419940,0.604297
30,0.487797,0.369336,0.576446
31,0.489270,0.381117,0.572791
32,0.495508,0.386270,0.564752
33,0.482295,0.357891,0.559344
34,0.421666,0.307045,0.501375
35,0.423968,0.307936,0.500830
36,0.460734,0.340956,0.534142
37,0.430524,0.281088,0.519469
38,0.396740,0.271308,0.484113
39,0.512142,0.401976,0.601577
40,0.549652,0.437027,0.632657
41,0.399606,0.256488,0.477565
42,0.339325,0.175963,0.431635
43,0.530336,0.428856,0.614853
44,0.313151,0.149326,0.406595
45,0.295141,0.132923,0.388588
46,0.298291,0.137812,0.391005
47,0.531468,0.416745,0.613372
48,0.448881,0.337310,0.528416
49,0.463956,0.352351,0.541574
50,0.526124,0.421757,0.603328
51,0.519741,0.416221,0.593168
52,0.304507,0.150170,0.392003
53,0.301466,0.149635,0.392229
54,0.502350,0.394507,0.569835
55,0.352722,0.206455,0.436676
56,0.277960,0.122517,0.368343
57,0.256208,0.098240,0.349839
58,0.330503,0.182569,0.413668
59,0.408020,0.275956,0.484171
60,0.450176,0.313696,0.529023
61,0.439173,0.299768,0.519337
62,0.227002,0.076791,0.317442
63,0.300567,0.150953,0.387391
64,0.231299,0.078945,0.324202
65,0.275129,0.109008,0.367106
66,0.360092,0.209297,0.447365
67,0.342729,0.187797,0.431869
68,0.250621,0.091175,0.345437
69,0.250703,0.091957,0.342253
70,0.336669,0.175378,0.428581
71,0.264850,0.113390,0.358883
72,0.270056,0.119496,0.362863
73,0.318309,0.157690,0.416010
74,0.301889,0.135994,0.398276
75,0.198684,0.060158,0.284455
76,0.198046,0.060179,0.289504
77,0.298814,0.136592,0.395769
78,0.222649,0.080640,0.311541
79,0.194584,0.061089,0.282375
80,0.224426,0.075379,0.314348
81,0.216627,0.078982,0.303467
82,0.269473,0.116575,0.359099
83,0.300543,0.134396,0.392853
84,0.299244,0.131934,0.393859
85,0.188842,0.054645,0.268180
86,0.229702,0.089536,0.314463
87,0.195613,0.059026,0.279927
88,0.235365,0.083710,0.325068
89,0.223874,0.077302,0.312708
90,0.278568,0.115444,0.368083
91,0.202203,0.062530,0.299145
92,0.196658,0.062145,0.290918
93,0.358163,0.191942,0.454168
94,0.239214,0.086197,0.331319
95,0.225840,0.075298,0.334729
